,ARM,HR1_10SCALE,HR2_1,HR2_2,HR2_3,HR2_4,HR2_5,HR3,HR4,HR5,HR6,HR7_1,HR7_2,HR7_3,HR7_4,HR8,HR11,HR12_1,HR12_2,HR12_3,HR12_4,HR12_5,HR13,HR14,COVID_HR1,COVID_HR2,COVID_HR3,STIMULUS2,STIMULUS3,STIMULUS4,STIMULUS5,STIMULUS6,POLICY1,POLICY2,POLICY3,POLICY4,PERSONAL2,PERSONAL3,PERSONAL4,WORRY_1,WORRY_2,WORRY_3,WORRY_4,WORRY_5,WORRY_6,WORRY_7,WORRY_8,MEDIA1,MEDIA2,MEDIA5,MEDIA6_1,MEDIA6_2,MEDIA6_3,MEDIA6_4,MEDIA6_5,MEDIA6_6,MEDIA6_7,MEDIA7,MEDIA9,MEDIA10,MEDIA11,MEDIA12,MEDIA13,MEDIA14,MEDIA15,MEDIA17,MH1,MH2,CHILDCARE1,CHILDCARE2,CHILDCARE3,ELDERLYCARE1,IDEOLOGY1,IDEOLOGY2,IDEOLOGY3,IDEOLOGY4,IDEOLOGY5,IDEOLOGY6,IDEOLOGY7,IDEOLOGY8,CULTURE1_1,CULTURE1_2,CULTURE1_3,CULTURE1_4,CULTURE1_5,CULTURE1_6,CULTURE2_1,CULTURE2_2,CULTURE2_3,CULTURE2_4,CULTURE2_5,CULTURE2_6,CULTURE2_7,RUMORS2,DEMOGRAPHIC1,DEMOGRAPHIC2,DEMOGRAPHIC4,DEMOGRAPHIC5,DEMOGRAPHIC6,DEMOGRAPHIC7,DEMOGRAPHIC8,DEMOGRAPHIC9,DEMOGRAPHIC10,DEMOGRAPHIC11,DEMOGRAPHIC12,DEMOGRAPHIC13,age,STIMULUS1_WORK_FROM_HOME,STIMULUS1_LOST_JOB,STIMULUS1_FURLOUGHED,STIMULUS1_REDUCED_HOURS,STIMULUS1_PAY_CUT,STIMULUS1_WORK_MORE_HOUR,STIMULUS1_INCREASED_PAY,STIMULUS1_Nothing changed,POLICY5_EVERYONE_SD,POLICY5_AFFECTED_AREA_SD,POLICY5_VOLUNTARY_SD,POLICY5_OLD_PEOPLE_SD,POLICY5_CLOSE_SCHOOL,POLICY5R_CLOSE_UNIVERSITY,POLICY5_CANCEL_LARGE_EVENT,POLICY5_OTHER,POLICY6_EVERYONE_SD,POLICY6_AFFECTED_AREA_SD,POLICY6_VOLUNTARY_SD,POLICY6_OLD_PEOPLE_SD,POLICY6_CLOSE_SCHOOL,POLICY6_CLOSE_UNIVERSITY,POLICY6_CANCEL_LARGE_EVENT,POLICY6_OTHER,PERSONAL1_WOKR_HOME,PERSONAL1_STAYHOME_GOGROCERY,PERSONAL1_DIST_OLDER_RELATIVES,PERSONAL1_DIST_OTHER_FAMILY,PERSONAL1_DAYCARE_CLOSEDSHCOOL,PERSONAL1_DAYCARE_VOLUNTARILY,PERSONAL5_WASH_HANDS,PERSONAL5_SANITIZER,PERSONAL5_TESTING_COVID,PERSONAL5_CHANGEED_TRAVELPLAN,PERSONAL5_AVOIDED_WITH_OTHERS,PERSONAL5_AVOING_WIHT_ADULTS,PERSONAL5_AVOIDED_GATHERING,PERSONAL5_INFO_COVID,PERSONAL5_Selfquarantined,PERSONAL6_EXP_COM,PERSONAL6_SOMEONE_EXP_COM,PERSONAL6_NOTABL_FOOD_TABLE,PERSONAL6_FEELING_ISOLATED,PERSONAL6_NOTABL_GETCARE,PERSONAL6_NOTABL_TREATMENT,PERSONAL6_CHILD_EDUCATION,PERSONAL6_NOTABL_PAY_RENT,PERSONAL6_NOTABL_TAKECARE_FAM,PERSONAL6_NOTABL_WORK,PERSONAL6_FINANCIAL_IMPACTS,PERSONAL6_OTHER,PERSONAL7_RED_INCOME,PERSONAL7_LOST_JOB,PERSONAL7_LOSS_CHILDCARE,PERSONAL7_FOOD,PERSONAL7_SUPPLIES,PERSONAL7_MEDICATIONS,PERSONAL7_TRANSPORTATION,PERSONAL7_HEALTHCARE,PERSONAL7_NONE,PERSONAL7_OTHER,MEDIA3_TV,MEDIA3_SOCIAL_MEDIA,MEDIA3_NEWSPAPER,MEDIA3_MAGAZINES,MEDIA3_BLOGS_PODCASTS,MEDIA3_GOVERNMENT,MEDIA3_HEALTH_DEP,MEDIA3_MEMBER,MEDIA3_PRACTITIONERS,MEDIA3_RESEARCHERS,MEDIA3_ARTICLES,MEDIA3_OTHER,MEDIA4_TV,MEDIA4_SOCIAL_MEDIA,MEDIA4_NEWSPAPER,MEDIA4_MAGAZINES,MEDIA4_BLOGS_PODCASTS,MEDIA4_GOVERNMENT,MEDIA4_HEALTH_DEP,MEDIA4_MEMBER,MEDIA4_PRACTITIONERS,MEDIA4_RESEARCHERS,MEDIA4_ARTICLES,MEDIA4_OTHER,MEDIA8_DIABETES,MEDIA8_HEART,MEDIA8_CANCER,MEDIA8_HIV/AIDS,MEDIA8_ASTHMA,MEDIA8_LUNG,MEDIA8_OTHER,MEDIA16_KITCHEN,MEDIA16_DISTRICT,MEDIA16_FOODSTAMPS,MEDIA16_NOTFOOD_ASS,MEDIA16_DONTKNOW,RUMORS1_ACCIDENTLY_ESCAPED,RUMORS1_PURPOSEFULLY_LEAKED,RUMORS1_USARMY_BROUGHT,RUMORS1_BAT_TO_HUMANS,RUMORS1_BAT_ANIMAL_HUMANS,RUMORS1_WET_MARKET,RUMORS1_OTHER
307,0,1,3,3,3,3,3,3,3,3,3,3,3,3,3,2,C,0,0,0,0,0,E,D,Some,,B,C,0,0,A,A,1,2,B,B,2,3,2,2,0,1,1,1,0,1,1,1,A,A,3,3,3,3,3,3,3,3,C,0,E,0,B,No,B,B,0,2,No,B,No,No,C,H,D,B,0,3,D,D,3,3,3,3,3,3,3,3,3,3,3,3,3,E,alchohol distribution,Yes,GA,30093,Yes,No,F,3,Male,4,C,0,26,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0
308,2,5,4,4,3,2,3,3,3,3,3,3,2,2,3,2,B,2,2,1,2,2,A,B,Some,C,B,A,2,2,B,B,2,1,B,A,2,3,3,1,0,0,0,0,0,2,0,3,B,B,1,2,3,3,4,3,2,4,B,3,D,1,B,Yes,A,A,1,0,Yes,A,Yes,Yes,B,B,A,B,1,3,C,3,5,3,4,3,4,3,5,3,4,4,4,4,4,E,Accountant ,Yes,FL,33130,Yes,Yes,A,4,Male,5,A,1,41,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0
309,1,1,4,4,5,4,4,3,3,3,3,3,4,2,3,2,B,2,2,2,2,0,A,A,All,C,A,A,2,2,B,B,1,2,A,A,3,4,4,2,1,2,2,2,2,2,2,3,A,C,4,4,4,4,4,3,4,1,B,4,A,2,B,Yes,A,B,2,3,Yes,B,No,No,A,A,A,B,1,3,C,D,4,4,3,3,4,4,5,4,4,5,4,4,5,C,Purchasing director,No,NY,10001,Yes,No,A,4,Male,4,C,1,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
310,0,10,4,4,4,4,4,4,4,4,4,4,4,4,4,3,A,2,2,2,2,2,A,A,Some,,A,B,3,3,A,A,1,2,A,A,3,4,3,0,0,0,0,0,0,0,0,3,A,A,2,2,1,1,2,2,2,4,A,4,A,2,A,Yes,A,A,1,1,Yes,A,Yes,Yes,B,B,A,A,1,4,A,B,4,4,4,4,4,4,4,5,4,4,4,4,4,B,student ,Yes,AR,90001,Yes,Yes,B,4,Male,6,A,0,38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
311,0,1,5,5,4,5,5,4,4,4,4,4,3,4,3,3,B,2,2,1,2,2,E,A,Some,,A,C,3,2,A,B,0,2,B,A,3,4,4,2,2,2,2,2,1,0,2,3,A,C,4,5,5,4,5,2,5,4,A,4,A,2,A,No,B,A,2,3,Yes,A,Yes,Yes,B,B,A,A,1,4,C,3,5,5,4,3,5,5,5,4,5,3,5,5,5,A,Information technology,Yes,NY,10010,Yes,No,B,4,Female,4,A,2,35,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
312,0,9,3,2,1,4,0,3,2,1,1,1,0,0,0,1,A,1,1,1,2,0,E,F,,,C,C,1,2,A,C,1,0,C,B,2,1,4,1,1,1,2,0,0,0,0,2,C,F,1,1,1,5,5,5,2,4,A,1,A,0,B,No,B,B,0,0,No,A,No,No,A,A,A,B,0,2,D,D,3,5,3,3,3,1,1,3,1,5,5,5,1,D,retired,No,IA,50312,Yes,No,A,4,Female,1,A,1,77,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,1,0,1,1,1,0,0,1,1,1,0,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
313,0,5,4,4,4,4,4,3,3,3,3,3,3,3,2,2,A,2,2,2,1,2,E,B,Some,C,A,C,2,2,D,C,1,1,B,B,2,3,3,2,1,1,2,1,1,2,2,2,A,C,4,4,3,4,5,4,4,3,B,1,E,0,B,No,B,B,0,0,Yes,B,No,No,C,D,D,B,0,2,C,E,4,4,5,4,4,3,4,4,5,5,4,5,5,F,Manager,No,GA,30303,Yes,No,B,3,Male,6,A,1,45,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
314,0,1,5,4,3,5,4,4,3,4,4,4,3,2,4,3,B,2,2,2,2,1,C,A,Some,C,A,A,2,3,A,C,1,2,B,B,2,4,3,2,1,0,1,0,1,0,2,3,B,A,5,4,3,4,5,3,4,3,A,4,D,0,A,Yes,A,A,1,2,Yes,A,Yes,Yes,C,B,A,B,0,2,C,D,5,4,3,3,4,3,5,4,3,2,3,4,3,A,Director of IT,Yes,NY,10001,Yes,No,A,4,Male,5,A,2,40,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
315,0,1,3,4,3,4,3,3,3,3,3,3,2,4,0,2,B,0,0,1,2,0,A,A,Some,B,B,A,2,2,A,B,1,2,B,A,1,4,4,1,1,2,1,1,1,2,0,3,A,C,4,4,3,3,4,2,2,4,A,4,A,2,B,No,B,A,1,1,Yes,B,No,No,B,B,A,B,1,3,,3,4,4,5,4,5,5,4,3,3,3,4,3,5,E,Officer in charge,Yes,NY,10116,Yes,Yes,F,4,Female,5,A,1,35,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
316,0,3,5,4,5,4,5,3,3,3,2,2,3,3,3,2,B,2,2,2,0,2,D,A,Some,C,B,A,2,2,A,C,1,1,B,A,3,1,4,1,1,1,1,1,1,1,1,2,B,C,4,4,4,5,3,2,3,3,C,2,B,1,B,No,B,B,1,0,No,C,No,Yes,B,H,D,B,1,3,A,D,3,3,3,3,3,3,3,3,3,3,3,3,3,F,Automotive,No,GA,30303,Yes,No,A,3,Male,4,A,1,28,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0
317,0,8,4,3,4,4,5,3,3,3,4,3,2,3,2,2,A,1,2,2,2,2,D,B,Some,B,A,B,2,2,A,B,1,1,A,A,1,3,3,2,1,0,1,0,1,1,2,3,B,B,1,4,2,2,2,4,4,3,B,4,E,0,C,No,B,B,0,0,Yes,A,No,No,A,A,A,B,1,4,D,D,5,3,3,5,3,2,3,4,3,5,4,5,4,D,Bank branch manager,No,CA,90232,Yes,No,B,4,Male,4,A,2,49,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,1,0,1,1,0,0,1,1,1,0,1,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0
318,2,1,5,5,5,5,5,4,4,4,4,4,4,4,4,3,B,2,2,2,2,2,E,E,All,,A,C,3,2,A,D,0,2,C,A,3,4,4,2,2,2,2,1,2,2,2,3,A,C,5,5,5,4,5,5,5,4,B,4,E,0,B,No,B,B,0,0,Yes,A,No,No,B,B,A,B,2,4,C,3,1,5,1,1,5,5,5,4,5,5,5,5,5,A,Director,Yes,GA,30302,Yes,No,F,4,Male,5,A,2,35,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
319,2,1,5,5,5,5,5,4,4,4,4,4,4,4,4,3,B,2,2,2,2,2,D,B,,C,A,A,2,2,A,D,2,2,B,A,3,4,4,0,0,2,2,2,2,2,2,3,A,C,5,5,5,5,5,5,5,4,B,4,E,0,B,No,B,A,0,0,Yes,A,No,No,B,B,A,B,2,4,C,3,2,5,5,2,5,5,2,5,5,5,5,5,2,A,Financial institution ,Yes,NY,10003,Yes,No,A,4,Male,6,A,3,35,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
320,2,3,2,3,4,4,4,3,4,3,2,3,0,2,3,2,B,2,2,1,2,1,B,B,All,D,A,C,2,2,A,B,1,1,B,B,2,3,3,1,1,0,0,0,0,1,0,2,B,C,2,2,2,3,2,2,3,3,B,3,B,1,B,No,B,A,1,0,Yes,B,No,No,A,A,A,A,1,2,D,D,3,4,4,4,4,4,3,4,4,3,4,3,3,C,Technology,Yes,NY,10001,Yes,No,C,3,Female,5,A,1,36,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
321,1,1,5,5,5,5,5,4,4,4,4,4,4,4,4,3,A,2,2,2,2,2,A,A,All,,A,B,3,3,A,A,0,2,A,A,3,4,4,2,1,2,1,0,1,0,0,3,A,A,2,3,2,1,3,2,1,4,A,4,A,2,A,Yes,A,A,1,2,No,A,No,No,C,C,C,A,2,4,C,E,5,3,3,5,3,3,3,3,4,5,3,4,4,A,stay home,Yes,UT,84075,Yes,No,A,4,Male,0,A,0,33,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
322,0,2,5,4,3,0,4,1,3,3,4,1,4,1,2,1,A,2,1,1,2,1,C,D,Some,B,C,A,3,3,B,A,1,2,B,B,3,1,3,2,1,1,2,1,2,2,2,2,A,B,2,2,1,1,2,1,1,3,A,3,A,1,C,Yes,A,A,1,0,Yes,A,Yes,Yes,B,B,B,,0,3,A,B,5,4,5,5,4,5,5,5,4,4,5,5,4,B,Student,Yes,KY,10001,Yes,Yes,A,3,Male,1,C,0,25,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
323,1,1,5,5,5,4,5,4,2,3,3,4,2,4,4,3,B,2,1,2,2,2,C,B,,C,A,B,3,3,D,C,2,2,A,B,3,3,4,2,2,2,2,2,2,2,2,3,A,C,1,1,1,5,3,1,1,4,A,4,E,0,B,No,B,A,3,1,Yes,A,Yes,Yes,A,A,B,,0,3,C,3,5,5,1,5,5,5,2,5,5,5,5,2,1,F,Student,Yes,WV,20004,No,No,A,4,Male,0,C,0,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
324,2,9,5,4,5,5,4,4,4,4,3,4,4,3,4,2,B,2,1,1,1,2,E,B,,,A,C,2,2,D,B,0,1,B,B,2,2,4,0,0,0,0,0,0,1,0,2,B,C,2,3,2,4,5,4,3,4,B,4,E,0,B,No,B,B,0,0,Yes,B,No,No,A,A,A,B,1,3,D,D,4,5,4,4,5,4,4,5,4,3,4,5,4,A,Finance ,No,CA,90013,Yes,No,F,3,Male,4,A,1,35,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
325,0,1,1,1,2,2,3,2,1,3,1,3,4,0,2,2,B,2,0,2,0,2,E,E,,B,C,C,2,0,A,E,1,1,B,A,2,1,2,1,1,1,1,0,1,0,2,0,D,D,1,1,1,1,1,1,1,3,B,0,E,0,B,No,B,B,3,3,No,C,No,No,D,A,B,,-1,0,A,A,3,4,2,3,3,3,3,5,5,3,4,3,3,A,Disabled,No,OH,43812,Yes,No,I,1,Female,1,A,0,30,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0
326,2,10,5,5,4,2,5,4,1,4,3,4,3,1,1,3,B,2,2,2,2,2,F,E,,D,A,A,2,2,A,B,0,2,B,B,3,1,4,2,1,2,2,1,2,2,2,2,B,E,4,4,4,5,4,4,4,1,B,4,E,0,B,No,B,A,1,3,Yes,C,No,No,A,A,A,A,-1,3,D,D,2,4,2,2,4,4,2,4,2,4,5,5,2,F,Prep Cook,Yes,PA,19124,Yes,No,A,4,Male,3,B,0,34,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
327,1,1,3,3,3,3,3,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,F,E,,,C,C,0,0,E,D,2,0,C,B,2,0,0,0,0,0,0,0,0,0,0,0,D,E,3,3,3,3,3,3,3,2,B,0,E,0,B,No,B,B,0,0,No,B,No,No,C,H,D,B,0,2,B,B,3,3,3,3,3,3,3,3,3,3,3,3,3,F,home,No,TN,38504,Yes,No,L,0,Female,0,A,1,34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
328,1,5,4,5,3,3,3,3,3,3,3,3,3,3,2,1,C,1,0,1,0,1,C,D,,C,C,B,0,0,E,D,1,1,B,B,1,3,3,1,1,1,1,1,1,1,1,1,B,E,2,2,2,2,2,2,2,2,B,2,E,1,B,No,B,B,0,0,No,A,No,No,C,H,D,B,0,2,D,E,3,3,3,3,3,3,3,3,3,3,3,3,3,E,Student,Yes,TX,75766,Yes,No,A,2,Female,0,C,1,20,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
329,2,9,1,3,5,5,4,3,3,3,2,3,2,3,3,3,A,2,2,2,0,2,C,A,Some,C,A,A,2,2,D,B,1,2,B,A,2,1,4,2,2,2,2,2,2,0,1,1,C,C,2,3,3,4,3,2,4,3,A,3,E,0,B,No,B,B,1,1,Yes,B,No,No,A,A,A,B,-1,3,D,D,4,4,2,4,2,2,2,5,5,5,5,5,2,D,Developer ,No,NY,10005,Yes,No,F,4,Male,3,D,1,31,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0
330,1,9,5,4,5,4,5,3,3,3,3,3,2,4,4,2,A,2,2,0,0,2,B,F,Some,,A,C,2,3,A,D,2,1,B,A,2,4,3,2,1,0,1,2,1,0,1,2,A,C,4,3,4,5,4,4,3,3,B,3,C,1,B,No,B,B,1,2,Yes,A,No,No,C,A,B,,1,3,D,D,4,5,2,2,5,4,3,4,5,4,3,2,3,A,Accountant ,No,NY,10013,Yes,No,I,1,Male,6,A,2,46,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0
331,2,1,5,5,5,4,5,3,4,3,4,2,3,4,3,2,C,2,2,2,1,2,C,B,Some,C,A,C,2,2,D,C,0,2,C,B,2,2,4,2,2,2,2,2,2,2,2,2,A,A,5,5,5,4,5,3,4,4,B,1,E,0,B,No,B,B,0,0,Yes,A,No,No,B,B,B,,-2,4,C,3,5,4,5,4,5,5,5,4,2,5,4,4,5,A,Manager of tech,No,CA,90003,Yes,No,B,4,Male,6,A,2,35,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
